3.9	0.3	974.591
4	0.3	-458.435
0	0.4	334.478
0.1	0.4	439.319
0.2	0.4	461.195
0.3	0.4	607.481
0.4	0.4	634.235
0.5	0.4	540.528
0.6	0.4	750.843
0.7	0.4	538.234
0.8	0.4	465.336
0.9	0.4	653.698
1	0.4	199.13
1.1	0.4	332.848
1.2	0.4	370.832
1.3	0.4	-143.727
1.4	0.4	296.379
1.5	0.4	71.0949
1.6	0.4	-222.13
1.7	0.4	433.028
1.8	0.4	-87.5525
1.9	0.4	72.8482
2	0.4	660.026
2.1	0.4	-57.4059
2.2	0.4	607.847
2.3	0.4	775.349
2.4	0.4	95.283
2.5	0.4	1086.29
2.6	0.4	605.763
2.7	0.4	271.524
2.8	0.4	1234.13
2.9	0.4	158.49
3	0.4	427.833
3.1	0.4	966.106
3.2	0.4	-341.109
3.3	0.4	593.324
3.4	0.4	425.809
3.5	0.4	-568.988
3.6	0.4	802.925
3.7	0.4	-115.623
3.8	0.4	-310.057
3.9	0.4	1011.07
4	0.4	-421.953
0	0.5	460.406
0.1	0.5	565.248
0.2	0.5	587.124
0.3	0.5	733.409
0.4	0.5	760.164
0.5	0.5	666.456
0.6	0.5	876.772
0.7	0.5	664.162
0.8	0.5	591.264
0.9	0.5	779.627
1	0.5	325.059
1.1	0.5	458.776
1.2	0.5	496.761
1.3	0.5	-17.7988
1.4	0.5	422.307
1.5	0.5	197.023
1.6	0.5	-96.2018
1.7	0.5	558.956
1.8	0.5	38.376
1.9	0.5	198.777
2	0.5	785.954
2.1	0.5	68.5226
2.2	0.5	733.775
2.3	0.5	901.278
2.4	0.5	221.212
2.5	0.5	1212.22
2.6	0.5	731.691
2.7	0.5	397.452
2.8	0.5	1360.06
2.9	0.5	284.419
3	0.5	553.761
3.1	0.5	1092.03
3.2	0.5	-215.181
3.3	0.5	719.253
3.4	0.5	551.738
3.5	0.5	-443.059
3.6	0.5	928.854
3.7	0.5	10.3057
3.8	0.5	-184.128
3.9	0.5	1137
4	0.5	-296.024
